串型,导线型号,档距,初应力,高差,绝缘子串长度,绝缘子串夹角,冰厚,脱冰率,跳跃高度
A,400/50,500,33.37,0,7.23,0,0.03,1,2.74245
A,400/50,500,33.37,0,7.23,0,0.06,1,6.23959
A,400/50,500,33.37,0,7.23,0,0.09,1,10.45893
A,400/50,500,33.37,0,7.23,0,0.12,1,15.32015
A,400/50,500,33.37,0,7.23,0,0.15,1,20.7075
A,400/50,500,33.37,0,7.23,0,0.18,1,26.45826
A,400/50,500,33.37,0,7.23,0,0.21,1,32.59425
A,400/50,500,33.37,0,7.23,0,0.24,1,38.88524
A,400/50,500,33.37,0,7.23,0,0.27,1,44.29594
A,400/50,500,33.37,0,7.23,0,0.3,1,47.46998
A,400/50,500,33.37,0,7.23,0,0.06,0.8,4.93071
A,400/50,500,33.37,0,7.23,0,0.09,0.8,8.18389
A,400/50,500,33.37,0,7.23,0,0.12,0.8,11.82179
A,400/50,500,33.37,0,7.23,0,0.15,0.8,15.90475
A,400/50,500,33.37,0,7.23,0,0.18,0.8,20.15314
A,400/50,500,33.37,0,7.23,0,0.21,0.8,24.21166
A,400/50,500,33.37,0,7.23,0,0.24,0.8,27.69936
A,400/50,500,33.37,0,7.23,0,0.27,0.8,30.28551
A,400/50,500,33.37,0,7.23,0,0.3,0.8,31.52947
A,400/50,500,33.37,0,7.23,0,0.03,0.9,2.46198
A,400/50,500,33.37,0,7.23,0,0.06,0.9,5.58368
A,400/50,500,33.37,0,7.23,0,0.09,0.9,9.31907
A,400/50,500,33.37,0,7.23,0,0.12,0.9,13.56647
A,400/50,500,33.37,0,7.23,0,0.15,0.9,18.17451
A,400/50,500,33.37,0,7.23,0,0.18,0.9,23.30025
A,400/50,500,33.37,0,7.23,0,0.21,0.9,28.45803
A,400/50,500,33.37,0,7.23,0,0.24,0.9,33.17202
A,400/50,500,33.37,0,7.23,0,0.27,0.9,36.81548
A,400/50,500,33.37,0,7.23,0,0.3,0.9,38.72179
A,400/50,500,33.37,0,7.23,0,0.03,0.7,1.904
A,400/50,500,33.37,0,7.23,0,0.06,0.7,4.28273
A,400/50,500,33.37,0,7.23,0,0.09,0.7,7.06311
A,400/50,500,33.37,0,7.23,0,0.12,0.7,10.19287
A,400/50,500,33.37,0,7.23,0,0.15,0.7,13.62326
A,400/50,500,33.37,0,7.23,0,0.18,0.7,17.03839
A,400/50,500,33.37,0,7.23,0,0.21,0.7,20.16734
A,400/50,500,33.37,0,7.23,0,0.24,0.7,22.86679
A,400/50,500,33.37,0,7.23,0,0.27,0.7,24.74633
A,400/50,500,33.37,0,7.23,0,0.3,0.7,25.52089
A,400/50,500,31.12,0,7.23,0,0.02,0.73,1.37126
A,400/50,500,31.12,0,7.23,0,0.05,0.73,3.83792
A,400/50,500,31.12,0,7.23,0,0.08,0.73,6.74757
A,400/50,500,31.12,0,7.23,0,0.11,0.73,10.08124
A,400/50,500,31.12,0,7.23,0,0.14,0.73,13.71371
A,400/50,500,31.12,0,7.23,0,0.17,0.73,17.35354
A,400/50,500,31.12,0,7.23,0,0.2,0.73,20.70751
A,400/50,500,31.12,0,7.23,0,0.23,0.73,23.59851
A,400/50,500,31.12,0,7.23,0,0.26,0.73,25.56008
A,400/50,500,31.12,0,7.23,0,0.29,0.73,26.3348
A,400/50,500,31.12,0,7.23,0,0.02,0.82,1.54259
A,400/50,500,31.12,0,7.23,0,0.05,0.82,4.3382
A,400/50,500,31.12,0,7.23,0,0.08,0.82,7.67295
A,400/50,500,31.12,0,7.23,0,0.11,0.82,11.45346
A,400/50,500,31.12,0,7.23,0,0.14,0.82,15.71806
A,400/50,500,31.12,0,7.23,0,0.17,0.82,20.11931
A,400/50,500,31.12,0,7.23,0,0.2,0.82,24.32619
A,400/50,500,31.12,0,7.23,0,0.23,0.82,27.93077
A,400/50,500,31.12,0,7.23,0,0.26,0.82,30.54173
A,400/50,500,31.12,0,7.23,0,0.29,0.82,31.77189
A,400/50,500,31.12,0,7.23,0,0.02,0.91,1.71452
A,400/50,500,31.12,0,7.23,0,0.05,0.91,4.84288
A,400/50,500,31.12,0,7.23,0,0.08,0.91,8.61231
A,400/50,500,31.12,0,7.23,0,0.11,0.91,12.91596
A,400/50,500,31.12,0,7.23,0,0.14,0.91,17.72329
A,400/50,500,31.12,0,7.23,0,0.17,0.91,22.94055
A,400/50,500,31.12,0,7.23,0,0.2,0.91,28.14016
A,400/50,500,31.12,0,7.23,0,0.23,0.91,32.83711
A,400/50,500,31.12,0,7.23,0,0.26,0.91,36.37473
A,400/50,500,31.12,0,7.23,0,0.29,0.91,38.09831
A,400/50,500,31.12,0,7.23,0,0.02,0.78,1.46391
A,400/50,500,31.12,0,7.23,0,0.05,0.78,4.10955
A,400/50,500,31.12,0,7.23,0,0.08,0.78,7.25119
A,400/50,500,31.12,0,7.23,0,0.11,0.78,10.84348
A,400/50,500,31.12,0,7.23,0,0.14,0.78,14.82434
A,400/50,500,31.12,0,7.23,0,0.17,0.78,18.87859
A,400/50,500,31.12,0,7.23,0,0.2,0.78,22.68869
A,400/50,500,31.12,0,7.23,0,0.23,0.78,25.9371
A,400/50,500,31.12,0,7.23,0,0.26,0.78,28.25681
A,400/50,500,31.12,0,7.23,0,0.29,0.78,29.26098
A,400/50,500,28.24,0,7.23,0,0.04,0.88,4.20817
A,400/50,500,28.24,0,7.23,0,0.06,0.88,6.55919
A,400/50,500,28.24,0,7.23,0,0.08,0.88,9.16457
A,400/50,500,28.24,0,7.23,0,0.1,0.88,12.053
A,400/50,500,28.24,0,7.23,0,0.12,0.88,15.13363
A,400/50,500,28.24,0,7.23,0,0.14,0.88,18.33928
A,400/50,500,28.24,0,7.23,0,0.16,0.88,21.58608
A,400/50,500,28.24,0,7.23,0,0.18,0.88,24.77183
A,400/50,500,28.24,0,7.23,0,0.2,0.88,27.77596
A,400/50,500,28.24,0,7.23,0,0.22,0.88,30.46258
A,400/50,500,28.24,0,7.23,0,0.04,0.82,3.55389
A,400/50,500,28.24,0,7.23,0,0.06,0.82,5.59028
A,400/50,500,28.24,0,7.23,0,0.08,0.82,7.84815
A,400/50,500,28.24,0,7.23,0,0.1,0.82,10.28822
A,400/50,500,28.24,0,7.23,0,0.12,0.82,12.97695
A,400/50,500,28.24,0,7.23,0,0.14,0.82,15.81712
A,400/50,500,28.24,0,7.23,0,0.16,0.82,18.72131
A,400/50,500,28.24,0,7.23,0,0.18,0.82,21.60441
A,400/50,500,28.24,0,7.23,0,0.2,0.82,24.36836
A,400/50,500,28.24,0,7.23,0,0.22,0.82,26.9059
A,400/50,500,28.24,0,7.23,0,0.04,0.91,3.60543
A,400/50,500,28.24,0,7.23,0,0.06,0.91,5.76034
A,400/50,500,28.24,0,7.23,0,0.08,0.91,8.18955
A,400/50,500,28.24,0,7.23,0,0.1,0.91,10.8657
A,400/50,500,28.24,0,7.23,0,0.12,0.91,13.75253
A,400/50,500,28.24,0,7.23,0,0.14,0.91,16.80524
A,400/50,500,28.24,0,7.23,0,0.16,0.91,19.97736
A,400/50,500,28.24,0,7.23,0,0.18,0.91,23.43569
A,400/50,500,28.24,0,7.23,0,0.2,0.91,26.93285
A,400/50,500,28.24,0,7.23,0,0.22,0.91,30.36244
A,400/50,500,28.24,0,7.23,0,0.04,0.78,2.85275
A,400/50,500,28.24,0,7.23,0,0.06,0.78,4.57398
A,400/50,500,28.24,0,7.23,0,0.08,0.78,6.51565
A,400/50,500,28.24,0,7.23,0,0.1,0.78,8.65021
A,400/50,500,28.24,0,7.23,0,0.12,0.78,10.94024
A,400/50,500,28.24,0,7.23,0,0.14,0.78,13.3396
A,400/50,500,28.24,0,7.23,0,0.16,0.78,15.95976
A,400/50,500,28.24,0,7.23,0,0.18,0.78,18.65849
A,400/50,500,28.24,0,7.23,0,0.2,0.78,21.33164
A,400/50,500,28.24,0,7.23,0,0.22,0.78,23.89083
A,400/50,500,30.67,0,7.23,0,0.03,0.88,2.63241
A,400/50,500,30.67,0,7.23,0,0.06,0.88,5.89939
A,400/50,500,30.67,0,7.23,0,0.09,0.88,9.73707
A,400/50,500,30.67,0,7.23,0,0.12,0.88,14.06903
A,400/50,500,30.67,0,7.23,0,0.15,0.88,18.89494
A,400/50,500,30.67,0,7.23,0,0.18,0.88,23.83959
A,400/50,500,30.67,0,7.23,0,0.21,0.88,28.50965
A,400/50,500,30.67,0,7.23,0,0.24,0.88,32.3904
A,400/50,500,30.67,0,7.23,0,0.27,0.88,34.90453
A,400/50,500,30.67,0,7.23,0,0.3,0.88,35.6685
A,400/50,500,30.67,0,7.23,0,0.03,0.82,2.13366
A,400/50,500,30.67,0,7.23,0,0.06,0.82,4.89974
A,400/50,500,30.67,0,7.23,0,0.09,0.82,8.19716
A,400/50,500,30.67,0,7.23,0,0.12,0.82,11.91679
A,400/50,500,30.67,0,7.23,0,0.15,0.82,16.02128
A,400/50,500,30.67,0,7.23,0,0.18,0.82,20.44515
A,400/50,500,30.67,0,7.23,0,0.21,0.82,24.76325
A,400/50,500,30.67,0,7.23,0,0.24,0.82,28.58479
A,400/50,500,30.67,0,7.23,0,0.27,0.82,31.47637
A,400/50,500,30.67,0,7.23,0,0.3,0.82,33.08693
A,400/50,500,30.67,0,7.23,0,0.03,0.91,2.11213
A,400/50,500,30.67,0,7.23,0,0.06,0.91,4.95158
A,400/50,500,30.67,0,7.23,0,0.09,0.91,8.41902
A,400/50,500,30.67,0,7.23,0,0.12,0.91,12.45072
A,400/50,500,30.67,0,7.23,0,0.15,0.91,16.94164
A,400/50,500,30.67,0,7.23,0,0.18,0.91,21.74197
A,400/50,500,30.67,0,7.23,0,0.21,0.91,26.83222
A,400/50,500,30.67,0,7.23,0,0.24,0.91,32.13704
A,400/50,500,30.67,0,7.23,0,0.27,0.91,36.91522
A,400/50,500,30.67,0,7.23,0,0.3,0.91,40.42841
A,400/50,500,30.67,0,7.23,0,0.03,0.78,1.90368
A,400/50,500,30.67,0,7.23,0,0.06,0.78,4.52848
A,400/50,500,30.67,0,7.23,0,0.09,0.78,7.23677
A,400/50,500,30.67,0,7.23,0,0.12,0.78,11.5955
A,400/50,500,30.67,0,7.23,0,0.15,0.78,19.52409
A,400/50,500,30.67,0,7.23,0,0.18,0.78,24.77712
A,400/50,500,30.67,0,7.23,0,0.21,0.78,29.84894
A,400/50,500,30.67,0,7.23,0,0.24,0.78,34.19603
A,400/50,500,30.67,0,7.23,0,0.27,0.78,37.12676
A,400/50,500,30.67,0,7.23,0,0.3,0.78,38.06273
A,400/50,500,32.46,0,7.23,0,0.03,0.74,2.07734
A,400/50,500,32.46,0,7.23,0,0.06,0.74,4.66012
A,400/50,500,32.46,0,7.23,0,0.09,0.74,7.67515
A,400/50,500,32.46,0,7.23,0,0.12,0.74,11.08307
A,400/50,500,32.46,0,7.23,0,0.15,0.74,14.80564
A,400/50,500,32.46,0,7.23,0,0.18,0.74,18.51907
A,400/50,500,32.46,0,7.23,0,0.21,0.74,21.92352
A,400/50,500,32.46,0,7.23,0,0.24,0.74,24.81414
A,400/50,500,32.46,0,7.23,0,0.27,0.74,26.75831
A,400/50,500,32.46,0,7.23,0,0.3,0.74,27.48539
A,400/50,500,32.46,0,7.23,0,0.03,0.85,2.39406
A,400/50,500,32.46,0,7.23,0,0.06,0.85,5.39861
A,400/50,500,32.46,0,7.23,0,0.09,0.85,8.95529
A,400/50,500,32.46,0,7.23,0,0.12,0.85,12.94252
A,400/50,500,32.46,0,7.23,0,0.15,0.85,17.41196
A,400/50,500,32.46,0,7.23,0,0.18,0.85,22.10062
A,400/50,500,32.46,0,7.23,0,0.21,0.85,26.61673
A,400/50,500,32.46,0,7.23,0,0.24,0.85,30.51107
A,400/50,500,32.46,0,7.23,0,0.27,0.85,33.29816
A,400/50,500,32.46,0,7.23,0,0.3,0.85,34.56874
A,400/50,500,32.46,0,7.23,0,0.03,0.96,2.71233
A,400/50,500,32.46,0,7.23,0,0.06,0.96,6.14373
A,400/50,500,32.46,0,7.23,0,0.09,0.96,10.25287
A,400/50,500,32.46,0,7.23,0,0.12,0.96,14.94176
A,400/50,500,32.46,0,7.23,0,0.15,0.96,20.06675
A,400/50,500,32.46,0,7.23,0,0.18,0.96,25.66734
A,400/50,500,32.46,0,7.23,0,0.21,0.96,31.49992
A,400/50,500,32.46,0,7.23,0,0.24,0.96,36.95786
A,400/50,500,32.46,0,7.23,0,0.27,0.96,41.2148
A,400/50,500,32.46,0,7.23,0,0.3,0.96,43.2149
A,400/50,500,32.46,0,7.23,0,0.03,0.79,2.22109
A,400/50,500,32.46,0,7.23,0,0.06,0.79,4.99481
A,400/50,500,32.46,0,7.23,0,0.09,0.79,8.25414
A,400/50,500,32.46,0,7.23,0,0.12,0.79,11.90788
A,400/50,500,32.46,0,7.23,0,0.15,0.79,15.9899
A,400/50,500,32.46,0,7.23,0,0.18,0.79,20.13388
A,400/50,500,32.46,0,7.23,0,0.21,0.79,24.01461
A,400/50,500,32.46,0,7.23,0,0.24,0.79,27.26229
A,400/50,500,32.46,0,7.23,0,0.27,0.79,29.5802
A,400/50,500,32.46,0,7.23,0,0.3,0.79,30.54995
A,400/50,500,33.37,0,7.23,0,0.03,1,2.771
A,400/50,500,33.37,0,7.23,0,0.06,1,6.266
A,400/50,500,33.37,0,7.23,0,0.09,1,10.48345
A,400/50,500,33.37,0,7.23,0,0.12,1,15.34337
A,400/50,500,33.37,0,7.23,0,0.15,1,20.73032
A,400/50,500,33.37,0,7.23,0,0.18,1,26.48186
A,400/50,500,33.37,0,7.23,0,0.21,1,32.61899
A,400/50,500,33.37,0,7.23,0,0.24,1,38.9159
A,400/50,500,33.37,0,7.23,0,0.27,1,44.34288
A,400/50,500,33.37,0,7.23,0,0.3,1,47.54319
A,400/50,500,33.37,0,7.23,0,0.03,0.8,2.21067
A,400/50,500,33.37,0,7.23,0,0.06,0.8,4.95662
A,400/50,500,33.37,0,7.23,0,0.09,0.8,8.20783
A,400/50,500,33.37,0,7.23,0,0.12,0.8,11.84434
A,400/50,500,33.37,0,7.23,0,0.15,0.8,15.92681
A,400/50,500,33.37,0,7.23,0,0.18,0.8,20.17627
A,400/50,500,33.37,0,7.23,0,0.21,0.8,24.23693
A,400/50,500,33.37,0,7.23,0,0.24,0.8,27.7279
A,400/50,500,33.37,0,7.23,0,0.27,0.8,30.32626
A,400/50,500,33.37,0,7.23,0,0.3,0.8,31.56627
A,400/50,500,33.37,0,7.23,0,0.03,0.9,2.49038
A,400/50,500,33.37,0,7.23,0,0.06,0.9,5.60987
A,400/50,500,33.37,0,7.23,0,0.09,0.9,9.34338
A,400/50,500,33.37,0,7.23,0,0.12,0.9,13.58952
A,400/50,500,33.37,0,7.23,0,0.15,0.9,18.19713
A,400/50,500,33.37,0,7.23,0,0.18,0.9,23.32296
A,400/50,500,33.37,0,7.23,0,0.21,0.9,28.48392
A,400/50,500,33.37,0,7.23,0,0.24,0.9,33.20383
A,400/50,500,33.37,0,7.23,0,0.27,0.9,36.85699
A,400/50,500,33.37,0,7.23,0,0.3,0.9,38.77345
A,400/50,500,33.37,0,7.23,0,0.03,0.7,1.93206
A,400/50,500,33.37,0,7.23,0,0.06,0.7,4.30832
A,400/50,500,33.37,0,7.23,0,0.09,0.7,7.08656
A,400/50,500,33.37,0,7.23,0,0.12,0.7,10.21512
A,400/50,500,33.37,0,7.23,0,0.15,0.7,13.64533
A,400/50,500,33.37,0,7.23,0,0.18,0.7,17.06088
A,400/50,500,33.37,0,7.23,0,0.21,0.7,20.19074
A,400/50,500,33.37,0,7.23,0,0.24,0.7,22.89546
A,400/50,500,33.37,0,7.23,0,0.27,0.7,24.77891
A,400/50,500,33.37,0,7.23,0,0.3,0.7,25.55661
A,400/50,500,33.37,0,7.23,0,0.02,0.73,1.40268
A,400/50,500,33.37,0,7.23,0,0.05,0.73,3.86656
A,400/50,500,33.37,0,7.23,0,0.08,0.73,6.77383
A,400/50,500,33.37,0,7.23,0,0.11,0.73,10.10645
A,400/50,500,33.37,0,7.23,0,0.14,0.73,13.73874
A,400/50,500,33.37,0,7.23,0,0.17,0.73,17.37914
A,400/50,500,33.37,0,7.23,0,0.2,0.73,20.73434
A,400/50,500,33.37,0,7.23,0,0.23,0.73,23.63215
A,400/50,500,33.37,0,7.23,0,0.26,0.73,25.59892
A,400/50,500,33.37,0,7.23,0,0.29,0.73,26.36614
A,400/50,500,33.37,0,7.23,0,0.02,0.82,2.44288
A,400/50,500,33.37,0,7.23,0,0.05,0.82,5.42735
A,400/50,500,33.37,0,7.23,0,0.08,0.82,8.91684
A,400/50,500,33.37,0,7.23,0,0.11,0.82,12.87672
A,400/50,500,33.37,0,7.23,0,0.14,0.82,17.21909
A,400/50,500,33.37,0,7.23,0,0.17,0.82,21.59757
A,400/50,500,33.37,0,7.23,0,0.2,0.82,25.65207
A,400/50,500,33.37,0,7.23,0,0.23,0.82,28.97511
A,400/50,500,33.37,0,7.23,0,0.26,0.82,31.12717
A,400/50,500,33.37,0,7.23,0,0.29,0.82,31.90907
A,400/50,500,33.37,0,7.23,0,0.02,0.91,1.74621
A,400/50,500,33.37,0,7.23,0,0.05,0.91,4.87214
A,400/50,500,33.37,0,7.23,0,0.08,0.91,8.63951
A,400/50,500,33.37,0,7.23,0,0.11,0.91,12.94182
A,400/50,500,33.37,0,7.23,0,0.14,0.91,17.74808
A,400/50,500,33.37,0,7.23,0,0.17,0.91,22.96695
A,400/50,500,33.37,0,7.23,0,0.2,0.91,28.17027
A,400/50,500,33.37,0,7.23,0,0.23,0.91,32.8741
A,400/50,500,33.37,0,7.23,0,0.26,0.91,36.42276
A,400/50,500,33.37,0,7.23,0,0.29,0.91,38.15946
A,400/50,500,33.37,0,7.23,0,0.02,0.78,1.49787
A,400/50,500,33.37,0,7.23,0,0.05,0.78,4.14409
A,400/50,500,33.37,0,7.23,0,0.08,0.78,7.28629
A,400/50,500,33.37,0,7.23,0,0.11,0.78,10.86866
A,400/50,500,33.37,0,7.23,0,0.14,0.78,14.8495
A,400/50,500,33.37,0,7.23,0,0.17,0.78,18.90471
A,400/50,500,33.37,0,7.23,0,0.2,0.78,22.71676
A,400/50,500,33.37,0,7.23,0,0.23,0.78,25.97286
A,400/50,500,33.37,0,7.23,0,0.26,0.78,28.30061
A,400/50,500,33.37,0,7.23,0,0.29,0.78,29.29815
A,400/50,500,32.46,0,15.67,0,0.03,1,2.85796
A,400/50,500,32.46,0,15.67,0,0.06,1,6.44312
A,400/50,500,32.46,0,15.67,0,0.09,1,10.75179
A,400/50,500,32.46,0,15.67,0,0.12,1,15.69533
A,400/50,500,32.46,0,15.67,0,0.15,1,21.14616
A,400/50,500,32.46,0,15.67,0,0.18,1,26.92308
A,400/50,500,32.46,0,15.67,0,0.21,1,33.25318
A,400/50,500,32.46,0,15.67,0,0.24,1,39.41123
A,400/50,500,32.46,0,15.67,0,0.27,1,44.44774
A,400/50,500,32.46,0,15.67,0,0.3,1,47.01148
A,400/50,500,32.46,0,15.67,0,0.03,0.8,2.61721
A,400/50,500,32.46,0,15.67,0,0.06,0.8,5.92701
A,400/50,500,32.46,0,15.67,0,0.09,0.8,9.91018
A,400/50,500,32.46,0,15.67,0,0.12,0.8,14.48277
A,400/50,500,32.46,0,15.67,0,0.15,0.8,19.7304
A,400/50,500,32.46,0,15.67,0,0.18,0.8,25.54328
A,400/50,500,32.46,0,15.67,0,0.21,0.8,31.6792
A,400/50,500,32.46,0,15.67,0,0.24,0.8,37.901
A,400/50,500,32.46,0,15.67,0,0.27,0.8,44.32801
A,400/50,500,32.46,0,15.67,0,0.3,0.8,49.39277
A,400/50,500,32.46,0,15.67,0,0.03,0.9,2.49038
A,400/50,500,32.46,0,15.67,0,0.06,0.9,5.60987
A,400/50,500,32.46,0,15.67,0,0.09,0.9,9.34338
A,400/50,500,32.46,0,15.67,0,0.12,0.9,13.58952
A,400/50,500,32.46,0,15.67,0,0.15,0.9,18.19713
A,400/50,500,32.46,0,15.67,0,0.18,0.9,23.32296
A,400/50,500,32.46,0,15.67,0,0.21,0.9,28.48392
A,400/50,500,32.46,0,15.67,0,0.24,0.9,33.20383
A,400/50,500,32.46,0,15.67,0,0.27,0.9,36.85699
A,400/50,500,32.46,0,15.67,0,0.3,0.9,38.77345
A,400/50,500,32.46,0,15.67,0,0.03,0.7,2.02548
A,400/50,500,32.46,0,15.67,0,0.06,0.7,4.54727
A,400/50,500,32.46,0,15.67,0,0.09,0.7,7.5406
A,400/50,500,32.46,0,15.67,0,0.12,0.7,11.08264
A,400/50,500,32.46,0,15.67,0,0.15,0.7,14.9619
A,400/50,500,32.46,0,15.67,0,0.18,0.7,18.9937
A,400/50,500,30.67,0,15.67,0,0.21,0.7,23.36578
A,400/50,500,30.67,0,15.67,0,0.24,0.7,27.6211
A,400/50,500,30.67,0,15.67,0,0.27,0.7,31.42916
A,400/50,500,30.67,0,15.67,0,0.3,0.7,35.04465
A,400/50,500,30.67,0,15.67,0,0.03,0.9,3.01537
A,400/50,500,30.67,0,15.67,0,0.06,0.9,6.47379
A,400/50,500,30.67,0,15.67,0,0.09,0.9,10.60713
A,400/50,500,30.67,0,15.67,0,0.12,0.9,15.46778
A,400/50,500,30.67,0,15.67,0,0.15,0.9,20.96645
A,400/50,500,30.67,0,15.67,0,0.18,0.9,26.91657
A,400/50,500,30.67,0,15.67,0,0.21,0.9,33.1094
A,400/50,500,30.67,0,15.67,0,0.24,0.9,39.44022
A,400/50,500,30.67,0,15.67,0,0.27,0.9,46.12209
A,400/50,500,30.67,0,15.67,0,0.3,0.9,52.22176
A,400/50,500,30.67,0,15.67,0,0.03,0.7,3.01537
A,400/50,500,30.67,0,15.67,0,0.06,0.7,6.47379
A,400/50,500,30.67,0,15.67,0,0.09,0.7,10.60713
A,400/50,500,30.67,0,15.67,0,0.12,0.7,15.46778
A,400/50,500,30.67,0,15.67,0,0.15,0.7,20.96645
A,400/50,500,30.67,0,15.67,0,0.18,0.7,26.91657
A,400/50,500,30.67,0,15.67,0,0.21,0.7,33.1094
A,400/50,500,30.67,0,15.67,0,0.24,0.7,39.44022
A,400/50,500,30.67,0,15.67,0,0.27,0.7,46.12209
A,400/50,500,30.67,0,15.67,0,0.3,0.7,52.22176
A,400/50,500,30.67,0,15.67,0,0.03,0.9,2.49038
A,400/50,500,30.67,0,15.67,0,0.06,0.9,5.60987
A,400/50,500,30.67,0,15.67,0,0.09,0.9,9.34338
A,400/50,500,30.67,0,15.67,0,0.12,0.9,13.58952
A,400/50,500,30.67,0,15.67,0,0.15,0.9,18.19713
A,400/50,500,30.67,0,15.67,0,0.18,0.9,23.32296
A,400/50,500,30.67,0,15.67,0,0.21,0.9,28.48392
A,400/50,500,30.67,0,15.67,0,0.24,0.9,33.20383
A,400/50,500,30.67,0,15.67,0,0.27,0.9,36.85699
A,400/50,500,30.67,0,15.67,0,0.3,0.9,38.77345
A,400/50,500,30.67,0,15.67,0,0.03,0.7,2.38165
A,400/50,500,30.67,0,15.67,0,0.06,0.7,5.0025
A,400/50,500,30.67,0,15.67,0,0.09,0.7,8.18649
A,400/50,500,30.67,0,15.67,0,0.12,0.7,11.82822
A,400/50,500,30.67,0,15.67,0,0.15,0.7,15.76772
A,400/50,500,30.67,0,15.67,0,0.18,0.7,19.97058
A,400/50,500,30.67,0,15.67,0,0.21,0.7,24.37765
A,400/50,500,30.67,0,15.67,0,0.24,0.7,28.50476
A,400/50,500,30.67,0,15.67,0,0.27,0.7,32.36954
A,400/50,500,30.67,0,15.67,0,0.3,0.7,35.64524
A,400/50,500,33.37,0,7.23,0,0.03,1,2.67245
A,400/50,500,33.37,0,7.23,0,0.06,1,6.11447
A,400/50,500,33.37,0,7.23,0,0.09,1,10.29714
A,400/50,500,33.37,0,7.23,0,0.12,1,15.14873
A,400/50,500,33.37,0,7.23,0,0.15,1,20.56817
A,400/50,500,33.37,0,7.23,0,0.18,1,26.419
A,400/50,500,33.37,0,7.23,0,0.21,1,32.49139
A,400/50,500,33.37,0,7.23,0,0.24,1,38.93349
A,400/50,500,33.37,0,7.23,0,0.27,1,45.01816
A,400/50,500,33.37,0,7.23,0,0.3,1,49.21121
A,400/50,500,33.37,0,7.23,0,0.03,0.8,2.12875
A,400/50,500,33.37,0,7.23,0,0.06,0.8,4.8462
A,400/50,500,33.37,0,7.23,0,0.09,0.8,8.09763
A,400/50,500,33.37,0,7.23,0,0.12,0.8,11.77126
A,400/50,500,33.37,0,7.23,0,0.15,0.8,15.78886
A,400/50,500,33.37,0,7.23,0,0.18,0.8,20.16412
A,400/50,500,33.37,0,7.23,0,0.21,0.8,24.42887
A,400/50,500,33.37,0,7.23,0,0.24,0.8,28.19655
