串型,导线型号,档距,初应力,高差,绝缘子串长度,绝缘子串夹角,冰厚,脱冰率,跳跃高度
A,400/50,500,33.37,0,7.23,0,0.27,0.8,31.10972
A,400/50,500,33.37,0,7.23,0,0.3,0.8,32.63742
A,400/50,500,33.37,0,7.23,0,0.03,0.9,2.40038
A,400/50,500,33.37,0,7.23,0,0.06,0.9,5.48038
A,400/50,500,33.37,0,7.23,0,0.09,0.9,9.20009
A,400/50,500,33.37,0,7.23,0,0.12,0.9,13.46811
A,400/50,500,33.37,0,7.23,0,0.15,0.9,18.14548
A,400/50,500,33.37,0,7.23,0,0.18,0.9,23.16271
A,400/50,500,33.37,0,7.23,0,0.21,0.9,28.53479
A,400/50,500,33.37,0,7.23,0,0.24,0.9,33.59954
A,400/50,500,33.37,0,7.23,0,0.27,0.9,37.73175
A,400/50,500,33.37,0,7.23,0,0.3,0.9,40.15724
A,400/50,500,33.37,0,7.23,0,0.03,0.7,1.85775
A,400/50,500,33.37,0,7.23,0,0.06,0.7,4.21439
A,400/50,500,33.37,0,7.23,0,0.09,0.7,7.00161
A,400/50,500,33.37,0,7.23,0,0.12,0.7,10.09471
A,400/50,500,33.37,0,7.23,0,0.15,0.7,13.58126
A,400/50,500,33.37,0,7.23,0,0.18,0.7,17.11853
A,400/50,500,33.37,0,7.23,0,0.21,0.7,20.41791
A,400/50,500,33.37,0,7.23,0,0.24,0.7,23.2817
A,400/50,500,33.37,0,7.23,0,0.27,0.7,25.44655
A,400/50,500,33.37,0,7.23,0,0.3,0.7,26.47176
A,400/50,500,33.37,0,7.23,0,0.02,0.73,1.34025
A,400/50,500,33.37,0,7.23,0,0.05,0.73,3.78495
A,400/50,500,33.37,0,7.23,0,0.08,0.73,6.70223
A,400/50,500,33.37,0,7.23,0,0.11,0.73,9.98961
A,400/50,500,33.37,0,7.23,0,0.14,0.73,13.69496
A,400/50,500,33.37,0,7.23,0,0.17,0.73,17.46608
A,400/50,500,33.37,0,7.23,0,0.2,0.73,21.00665
A,400/50,500,33.37,0,7.23,0,0.23,0.73,24.08994
A,400/50,500,33.37,0,7.23,0,0.26,0.73,26.37176
A,400/50,500,33.37,0,7.23,0,0.29,0.73,27.37972
A,400/50,500,33.37,0,7.23,0,0.02,0.82,1.50767
A,400/50,500,33.37,0,7.23,0,0.05,0.82,4.2747
A,400/50,500,33.37,0,7.23,0,0.08,0.82,7.61059
A,400/50,500,33.37,0,7.23,0,0.11,0.82,11.40165
A,400/50,500,33.37,0,7.23,0,0.14,0.82,15.64118
A,400/50,500,33.37,0,7.23,0,0.17,0.82,20.17865
A,400/50,500,33.37,0,7.23,0,0.2,0.82,24.60647
A,400/50,500,33.37,0,7.23,0,0.23,0.82,28.51224
A,400/50,500,33.37,0,7.23,0,0.26,0.82,31.49535
A,400/50,500,33.37,0,7.23,0,0.29,0.82,33.00665
A,400/50,500,33.37,0,7.23,0,0.02,0.91,1.67554
A,400/50,500,33.37,0,7.23,0,0.05,0.91,4.76747
A,400/50,500,33.37,0,7.23,0,0.08,0.91,8.52807
A,400/50,500,33.37,0,7.23,0,0.11,0.91,12.86075
A,400/50,500,33.37,0,7.23,0,0.14,0.91,17.6171
A,400/50,500,33.37,0,7.23,0,0.17,0.91,22.88797
A,400/50,500,33.37,0,7.23,0,0.2,0.91,28.32212
A,400/50,500,33.37,0,7.23,0,0.23,0.91,33.39125
A,400/50,500,33.37,0,7.23,0,0.26,0.91,37.43811
A,400/50,500,33.37,0,7.23,0,0.29,0.91,39.6744
A,400/50,500,33.37,0,7.23,0,0.02,0.78,1.4332
A,400/50,500,33.37,0,7.23,0,0.05,0.78,4.05661
A,400/50,500,33.37,0,7.23,0,0.08,0.78,7.20548
A,400/50,500,33.37,0,7.23,0,0.11,0.78,10.76012
A,400/50,500,33.37,0,7.23,0,0.14,0.78,14.7769
A,400/50,500,33.37,0,7.23,0,0.17,0.78,18.96718
A,400/50,500,33.37,0,7.23,0,0.2,0.78,22.98409
A,400/50,500,33.37,0,7.23,0,0.23,0.78,26.45499
A,400/50,500,33.37,0,7.23,0,0.26,0.78,29.15261
A,400/50,500,33.37,0,7.23,0,0.29,0.78,30.36783
B,400/50,500,33.37,0,7.23,0,0.03,1,3.5802
B,400/50,500,33.37,0,7.23,0,0.06,1,7.15099
B,400/50,500,33.37,0,7.23,0,0.09,1,11.39065
B,400/50,500,33.37,0,7.23,0,0.12,1,16.22493
B,400/50,500,33.37,0,7.23,0,0.15,1,21.55055
B,400/50,500,33.37,0,7.23,0,0.18,1,27.22223
B,400/50,500,33.37,0,7.23,0,0.21,1,33.23356
B,400/50,500,33.37,0,7.23,0,0.24,1,39.50179
B,400/50,500,33.37,0,7.23,0,0.27,1,45.04337
B,400/50,500,33.37,0,7.23,0,0.3,1,48.61663
B,400/50,500,33.37,0,7.23,0,0.03,0.8,2.99734
B,400/50,500,33.37,0,7.23,0,0.06,0.8,5.8034
B,400/50,500,33.37,0,7.23,0,0.09,0.8,9.07002
B,400/50,500,33.37,0,7.23,0,0.12,0.8,12.68325
B,400/50,500,33.37,0,7.23,0,0.15,0.8,16.71084
B,400/50,500,33.37,0,7.23,0,0.18,0.8,20.90001
B,400/50,500,33.37,0,7.23,0,0.21,0.8,24.89739
B,400/50,500,33.37,0,7.23,0,0.24,0.8,28.34596
B,400/50,500,33.37,0,7.23,0,0.27,0.8,30.96777
B,400/50,500,33.37,0,7.23,0,0.3,0.8,32.23713
B,400/50,500,33.37,0,7.23,0,0.03,0.9,3.28839
B,400/50,500,33.37,0,7.23,0,0.06,0.9,6.47627
B,400/50,500,33.37,0,7.23,0,0.09,0.9,10.22972
B,400/50,500,33.37,0,7.23,0,0.12,0.9,14.45342
B,400/50,500,33.37,0,7.23,0,0.15,0.9,19.00798
B,400/50,500,33.37,0,7.23,0,0.18,0.9,24.04346
B,400/50,500,33.37,0,7.23,0,0.21,0.9,29.1447
B,400/50,500,33.37,0,7.23,0,0.24,0.9,33.84403
B,400/50,500,33.37,0,7.23,0,0.27,0.9,37.55894
B,400/50,500,33.37,0,7.23,0,0.3,0.9,39.58961
B,400/50,500,33.37,0,7.23,0,0.03,0.7,2.70727
B,400/50,500,33.37,0,7.23,0,0.06,0.7,5.13478
B,400/50,500,33.37,0,7.23,0,0.09,0.7,7.92268
B,400/50,500,33.37,0,7.23,0,0.12,0.7,11.02548
B,400/50,500,33.37,0,7.23,0,0.15,0.7,14.41383
B,400/50,500,33.37,0,7.23,0,0.18,0.7,17.76963
B,400/50,500,33.37,0,7.23,0,0.21,0.7,20.8351
B,400/50,500,33.37,0,7.23,0,0.24,0.7,23.48715
B,400/50,500,33.37,0,7.23,0,0.27,0.7,25.34348
B,400/50,500,33.37,0,7.23,0,0.3,0.7,26.1333
B,400/50,500,33.37,0,7.23,0,0.03,1,2.73833
B,400/50,500,33.37,0,7.23,0,0.06,1,6.2013
B,400/50,500,33.37,0,7.23,0,0.09,1,10.35704
B,400/50,500,33.37,0,7.23,0,0.12,1,15.13822
B,400/50,500,33.37,0,7.23,0,0.15,1,20.45325
B,400/50,500,33.37,0,7.23,0,0.18,1,26.1778
B,400/50,500,33.37,0,7.23,0,0.21,1,32.13354
B,400/50,500,33.37,0,7.23,0,0.24,1,38.27627
B,400/50,500,33.37,0,7.23,0,0.27,1,44.35439
B,400/50,500,33.37,0,7.23,0,0.3,1,48.8475
B,400/50,500,33.37,0,7.23,0,0.03,0.8,2.18159
B,400/50,500,33.37,0,7.23,0,0.06,0.8,4.91565
B,400/50,500,33.37,0,7.23,0,0.09,0.8,8.14725
B,400/50,500,33.37,0,7.23,0,0.12,0.8,11.77179
B,400/50,500,33.37,0,7.23,0,0.15,0.8,15.66856
B,400/50,500,33.37,0,7.23,0,0.18,0.8,19.95475
B,400/50,500,33.37,0,7.23,0,0.21,0.8,24.14598
B,400/50,500,33.37,0,7.23,0,0.24,0.8,27.8818
B,400/50,500,33.37,0,7.23,0,0.27,0.8,30.77679
B,400/50,500,33.37,0,7.23,0,0.3,0.8,32.50028
B,400/50,500,33.37,0,7.23,0,0.03,0.9,2.45976
B,400/50,500,33.37,0,7.23,0,0.06,0.9,5.5587
B,400/50,500,33.37,0,7.23,0,0.09,0.9,9.25554
B,400/50,500,33.37,0,7.23,0,0.12,0.9,13.46494
B,400/50,500,33.37,0,7.23,0,0.15,0.9,18.05945
B,400/50,500,33.37,0,7.23,0,0.18,0.9,22.88881
B,400/50,500,33.37,0,7.23,0,0.21,0.9,28.15005
B,400/50,500,33.37,0,7.23,0,0.24,0.9,33.16018
B,400/50,500,33.37,0,7.23,0,0.27,0.9,37.33759
B,400/50,500,33.37,0,7.23,0,0.3,0.9,39.97975
B,400/50,500,33.37,0,7.23,0,0.03,0.7,1.90404
B,400/50,500,33.37,0,7.23,0,0.06,0.7,4.27478
B,400/50,500,33.37,0,7.23,0,0.09,0.7,7.04468
B,400/50,500,33.37,0,7.23,0,0.12,0.7,10.09683
B,400/50,500,33.37,0,7.23,0,0.15,0.7,13.4877
B,400/50,500,33.37,0,7.23,0,0.18,0.7,16.95807
B,400/50,500,33.37,0,7.23,0,0.21,0.7,20.20808
B,400/50,500,33.37,0,7.23,0,0.24,0.7,22.96884
B,400/50,500,33.37,0,7.23,0,0.27,0.7,25.17132
B,400/50,500,33.37,0,7.23,0,0.3,0.7,26.30099
A,400/50,500,33.37,0,7.23,0,0.03,1,2.6314
A,400/50,500,33.37,0,7.23,0,0.06,1,6.03941
A,400/50,500,33.37,0,7.23,0,0.09,1,10.19618
A,400/50,500,33.37,0,7.23,0,0.12,1,15.03417
A,400/50,500,33.37,0,7.23,0,0.15,1,20.45963
A,400/50,500,33.37,0,7.23,0,0.18,1,26.34863
A,400/50,500,33.37,0,7.23,0,0.21,1,32.50961
A,400/50,500,33.37,0,7.23,0,0.24,1,38.84561
A,400/50,500,33.37,0,7.23,0,0.27,1,45.24365
A,400/50,500,33.37,0,7.23,0,0.3,1,49.98066
A,400/50,500,33.37,0,7.23,0,0.03,0.8,2.09687
A,400/50,500,33.37,0,7.23,0,0.06,0.8,4.79419
A,400/50,500,33.37,0,7.23,0,0.09,0.8,8.04015
A,400/50,500,33.37,0,7.23,0,0.12,0.8,11.7277
A,400/50,500,33.37,0,7.23,0,0.15,0.8,15.70404
A,400/50,500,33.37,0,7.23,0,0.18,0.8,20.13855
A,400/50,500,33.37,0,7.23,0,0.21,0.8,24.50529
A,400/50,500,33.37,0,7.23,0,0.24,0.8,28.41696
A,400/50,500,33.37,0,7.23,0,0.27,0.8,31.49037
A,400/50,500,33.37,0,7.23,0,0.3,0.8,33.23834
A,400/50,500,33.37,0,7.23,0,0.03,0.9,3.09642
A,400/50,500,33.37,0,7.23,0,0.06,0.9,6.21575
A,400/50,500,33.37,0,7.23,0,0.09,0.9,9.97906
A,400/50,500,33.37,0,7.23,0,0.12,0.9,14.30028
A,400/50,500,33.37,0,7.23,0,0.15,0.9,19.04919
A,400/50,500,33.37,0,7.23,0,0.18,0.9,24.08343
A,400/50,500,33.37,0,7.23,0,0.21,0.9,29.62592
A,400/50,500,33.37,0,7.23,0,0.24,0.9,34.93133
A,400/50,500,33.37,0,7.23,0,0.27,0.9,39.37073
A,400/50,500,33.37,0,7.23,0,0.3,0.9,42.11675
A,400/50,500,33.37,0,7.23,0,0.03,0.7,2.55328
A,400/50,500,33.37,0,7.23,0,0.06,0.7,4.94976
A,400/50,500,33.37,0,7.23,0,0.09,0.7,7.78058
A,400/50,500,33.37,0,7.23,0,0.12,0.7,10.92174
A,400/50,500,33.37,0,7.23,0,0.15,0.7,14.45352
A,400/50,500,33.37,0,7.23,0,0.18,0.7,18.07891
A,400/50,500,33.37,0,7.23,0,0.21,0.7,21.47403
A,400/50,500,33.37,0,7.23,0,0.24,0.7,24.50727
A,400/50,500,33.37,0,7.23,0,0.27,0.7,26.80048
A,400/50,500,33.37,0,7.23,0,0.3,0.7,27.90169
B,400/50,500,33.37,0,7.23,0,0.03,1,2.70367
B,400/50,500,33.37,0,7.23,0,0.06,1,6.13767
B,400/50,500,33.37,0,7.23,0,0.09,1,10.27114
B,400/50,500,33.37,0,7.23,0,0.12,1,15.04083
B,400/50,500,33.37,0,7.23,0,0.15,1,20.36251
B,400/50,500,33.37,0,7.23,0,0.18,1,26.1261
B,400/50,500,33.37,0,7.23,0,0.21,1,32.16595
B,400/50,500,33.37,0,7.23,0,0.24,1,38.21527
B,400/50,500,33.37,0,7.23,0,0.27,1,44.56785
B,400/50,500,33.37,0,7.23,0,0.3,1,49.61544
B,400/50,500,33.37,0,7.23,0,0.03,0.8,2.15522
B,400/50,500,33.37,0,7.23,0,0.06,0.8,4.8738
B,400/50,500,33.37,0,7.23,0,0.09,0.8,8.10364
B,400/50,500,33.37,0,7.23,0,0.12,0.8,11.74492
B,400/50,500,33.37,0,7.23,0,0.15,0.8,15.64996
B,400/50,500,33.37,0,7.23,0,0.18,0.8,19.95113
B,400/50,500,33.37,0,7.23,0,0.21,0.8,24.24887
B,400/50,500,33.37,0,7.23,0,0.24,0.8,28.13616
B,400/50,500,33.37,0,7.23,0,0.27,0.8,31.20705
B,400/50,500,33.37,0,7.23,0,0.3,0.8,33.11535
B,400/50,500,33.37,0,7.23,0,0.03,0.9,2.42939
B,400/50,500,33.37,0,7.23,0,0.06,0.9,5.50685
B,400/50,500,33.37,0,7.23,0,0.09,0.9,9.19374
B,400/50,500,33.37,0,7.23,0,0.12,0.9,13.41019
B,400/50,500,33.37,0,7.23,0,0.15,0.9,18.0358
B,400/50,500,33.37,0,7.23,0,0.18,0.9,22.9006
B,400/50,500,33.37,0,7.23,0,0.21,0.9,28.15615
B,400/50,500,33.37,0,7.23,0,0.24,0.9,33.33815
B,400/50,500,33.37,0,7.23,0,0.27,0.9,37.77982
B,400/50,500,33.37,0,7.23,0,0.3,0.9,40.7408
B,400/50,500,33.37,0,7.23,0,0.03,0.7,1.88141
B,400/50,500,33.37,0,7.23,0,0.06,0.7,4.24141
B,400/50,500,33.37,0,7.23,0,0.09,0.7,7.01461
B,400/50,500,33.37,0,7.23,0,0.12,0.7,10.08739
B,400/50,500,33.37,0,7.23,0,0.15,0.7,13.46496
B,400/50,500,33.37,0,7.23,0,0.18,0.7,16.99882
B,400/50,500,33.37,0,7.23,0,0.21,0.7,20.34034
B,400/50,500,33.37,0,7.23,0,0.24,0.7,23.21416
B,400/50,500,33.37,0,7.23,0,0.27,0.7,25.55528
B,400/50,500,33.37,0,7.23,0,0.3,0.7,26.84167
C,500/65,600,40.42,0,9.25,60,0.2,0.8,21.9435
C,500/65,600,40.42,0,9.25,60,0.22,0.8,24.24178
C,500/65,600,40.42,0,9.25,60,0.24,0.8,26.30049
C,500/65,600,40.42,0,9.25,60,0.26,0.8,28.06939
C,500/65,600,40.42,0,9.25,60,0.28,0.8,29.5199
C,500/65,600,40.42,0,9.25,60,0.2,0.8,23.11267
C,500/65,600,40.42,0,9.25,60,0.22,0.8,25.40781
C,500/65,600,40.42,0,9.25,60,0.24,0.8,27.45369
C,500/65,600,40.42,0,9.25,60,0.26,0.8,29.20025
C,500/65,600,40.42,0,9.25,60,0.28,0.8,30.61984
C,500/65,600,40.42,0,9.25,60,0.2,0.8,22.548
C,500/65,600,40.42,0,9.25,60,0.22,0.8,24.84484
C,500/65,600,40.42,0,9.25,60,0.24,0.8,26.89709
C,500/65,600,40.42,0,9.25,60,0.26,0.8,28.6546
C,500/65,600,40.42,0,9.25,60,0.28,0.8,30.08929
C,500/65,600,40.42,0,9.25,60,0.2,0.8,22.21945
C,500/65,600,40.42,0,9.25,60,0.22,0.8,24.52743
C,500/65,600,40.42,0,9.25,60,0.24,0.8,26.59587
C,500/65,600,40.42,0,9.25,60,0.26,0.8,28.37358
C,500/65,600,40.42,0,9.25,60,0.28,0.8,29.83085
C,500/65,600,40.42,0,9.25,60,0.2,0.8,25.1636
C,500/65,600,40.42,0,9.25,60,0.22,0.8,27.47206
C,500/65,600,40.42,0,9.25,60,0.24,0.8,29.51379
C,500/65,600,40.42,0,9.25,60,0.26,0.8,31.23788
C,500/65,600,40.42,0,9.25,60,0.28,0.8,32.61721
C,500/65,600,40.42,0,9.25,60,0.2,0.8,23.73877
C,500/65,600,40.42,0,9.25,60,0.22,0.8,26.0483
C,500/65,600,40.42,0,9.25,60,0.24,0.8,28.10427
C,500/65,600,40.42,0,9.25,60,0.26,0.8,29.8556
C,500/65,600,40.42,0,9.25,60,0.28,0.8,31.27388
B,500/65,650,40.42,0,11.74,0,0.2,0.8,23.03811
B,500/65,650,40.42,0,11.74,0,0.22,0.8,25.49582
B,500/65,650,40.42,0,11.74,0,0.24,0.8,27.74656
B,500/65,650,40.42,0,11.74,0,0.26,0.8,29.76196
B,500/65,650,40.42,0,11.74,0,0.28,0.8,31.53268
B,500/65,650,40.42,0,11.74,0,0.2,0.8,24.39026
B,500/65,650,40.42,0,11.74,0,0.22,0.8,26.84272
B,500/65,650,40.42,0,11.74,0,0.24,0.8,29.07937
B,500/65,650,40.42,0,11.74,0,0.26,0.8,31.07314
B,500/65,650,40.42,0,11.74,0,0.28,0.8,32.81633
B,500/65,650,40.42,0,11.74,0,0.2,0.8,23.77438
B,500/65,650,40.42,0,11.74,0,0.22,0.8,26.48903
B,500/65,650,40.42,0,11.74,0,0.24,0.8,29.0833
B,500/65,650,40.42,0,11.74,0,0.26,0.8,31.64959
B,500/65,650,40.42,0,11.74,0,0.28,0.8,33.93543
B,500/65,650,40.42,0,9.25,0,0.2,0.8,22.16176
B,500/65,650,40.42,0,9.25,0,0.22,0.8,24.30277
B,500/65,650,40.42,0,9.25,0,0.24,0.8,26.20008
B,500/65,650,40.42,0,9.25,0,0.26,0.8,27.83477
B,500/65,650,40.42,0,9.25,0,0.28,0.8,29.21147
B,500/65,650,40.42,0,9.25,0,0.2,0.8,25.38573
B,500/65,650,40.42,0,9.25,0,0.22,0.8,27.50941
B,500/65,650,40.42,0,9.25,0,0.24,0.8,30.93127
B,500/65,650,40.42,0,9.25,0,0.26,0.8,30.93127
B,500/65,650,40.42,0,9.25,0,0.28,0.8,32.22691
B,500/65,650,40.42,0,9.25,0,0.2,0.8,24.06389
B,500/65,650,40.42,0,9.25,0,0.22,0.8,26.53677
B,500/65,650,40.42,0,9.25,0,0.24,0.8,28.79469
B,500/65,650,40.42,0,9.25,0,0.26,0.8,30.8011
B,500/65,650,40.42,0,9.25,0,0.28,0.8,32.59139
C,500/65,600,40.42,50,9.25,60,0.2,0.8,22.08848
C,500/65,600,40.42,50,9.25,60,0.22,0.8,24.40311
C,500/65,600,40.42,50,9.25,60,0.24,0.8,26.47334
C,500/65,600,40.42,50,9.25,60,0.26,0.8,28.2457
C,500/65,600,40.42,50,9.25,60,0.28,0.8,29.68816
C,500/65,600,40.42,50,9.25,60,0.2,0.8,23.25763
C,500/65,600,40.42,50,9.25,60,0.22,0.8,25.56936
C,500/65,600,40.42,50,9.25,60,0.24,0.8,27.62658
C,500/65,600,40.42,50,9.25,60,0.26,0.8,29.37576
C,500/65,600,40.42,50,9.25,60,0.28,0.8,30.78569
C,500/65,600,40.42,50,9.25,60,0.2,0.8,22.69299
C,500/65,600,40.42,50,9.25,60,0.22,0.8,25.00631
C,500/65,600,40.42,50,9.25,60,0.24,0.8,27.06999
C,500/65,600,40.42,50,9.25,60,0.26,0.8,28.83055
C,500/65,600,40.42,50,9.25,60,0.28,0.8,30.25637
C,500/65,600,40.42,50,9.25,60,0.2,0.8,22.36348
C,500/65,600,40.42,50,9.25,60,0.22,0.8,24.68865
C,500/65,600,40.42,50,9.25,60,0.24,0.8,26.76968
C,500/65,600,40.42,50,9.25,60,0.26,0.8,28.55218
C,500/65,600,40.42,50,9.25,60,0.28,0.8,30.00297
C,500/65,600,40.42,50,9.25,60,0.2,0.8,25.31001
C,500/65,600,40.42,50,9.25,60,0.22,0.8,27.63623
C,500/65,600,40.42,50,9.25,60,0.24,0.8,29.68993
C,500/65,600,40.42,50,9.25,60,0.26,0.8,31.41639
C,500/65,600,40.42,50,9.25,60,0.28,0.8,32.78461
C,500/65,600,40.42,50,9.25,60,0.2,0.8,23.88414
C,500/65,600,40.42,50,9.25,60,0.22,0.8,26.2112
C,500/65,600,40.42,50,9.25,60,0.24,0.8,28.27951
C,500/65,600,40.42,50,9.25,60,0.26,0.8,30.03451
C,500/65,600,40.42,50,9.25,60,0.28,0.8,31.44406
B,500/65,650,40.42,50,11.74,0,0.2,0.8,23.26542
B,500/65,650,40.42,50,11.74,0,0.22,0.8,25.75372
B,500/65,650,40.42,50,11.74,0,0.24,0.8,28.03353
B,500/65,650,40.42,50,11.74,0,0.26,0.8,30.07378
B,500/65,650,40.42,50,11.74,0,0.28,0.8,31.8622
B,500/65,650,40.42,50,11.74,0,0.2,0.8,24.62126
B,500/65,650,40.42,50,11.74,0,0.22,0.8,27.10493
B,500/65,650,40.42,50,11.74,0,0.24,0.8,29.37087
B,500/65,650,40.42,50,11.74,0,0.26,0.8,31.3892
B,500/65,650,40.42,50,11.74,0,0.28,0.8,33.14917
B,500/65,650,40.42,50,11.74,0,0.2,0.8,23.96623
B,500/65,650,40.42,50,11.74,0,0.22,0.8,26.45227
B,500/65,650,40.42,50,11.74,0,0.24,0.8,28.72505
B,500/65,650,40.42,50,11.74,0,0.26,0.8,30.75409
B,500/65,650,40.42,50,11.74,0,0.28,0.8,32.52791
B,500/65,650,40.42,50,9.25,0,0.2,0.8,22.38388
B,500/65,650,40.42,50,9.25,0,0.22,0.8,24.54928
B,500/65,650,40.42,50,9.25,0,0.24,0.8,26.4657
B,500/65,650,40.42,50,9.25,0,0.26,0.8,28.11057
B,500/65,650,40.42,50,9.25,0,0.28,0.8,29.48516
B,500/65,650,40.42,50,9.25,0,0.2,0.8,25.62134
B,500/65,650,40.42,50,9.25,0,0.22,0.8,27.76966
B,500/65,650,40.42,50,9.25,0,0.24,0.8,29.64023
B,500/65,650,40.42,50,9.25,0,0.26,0.8,31.21522
B,500/65,650,40.42,50,9.25,0,0.28,0.8,32.50236
B,500/65,650,40.42,50,9.25,0,0.2,0.8,24.05284
B,500/65,650,40.42,50,9.25,0,0.22,0.8,26.21079
B,500/65,650,40.42,50,9.25,0,0.24,0.8,28.1049
B,500/65,650,40.42,50,9.25,0,0.26,0.8,29.71492
B,500/65,650,40.42,50,9.25,0,0.28,0.8,31.04536
C,500/65,600,40.42,0,9.25,60,0.2,0.8,22.0499
C,500/65,600,40.42,0,9.25,60,0.22,0.8,24.35073
C,500/65,600,40.42,0,9.25,60,0.24,0.8,26.41209
C,500/65,600,40.42,0,9.25,60,0.26,0.8,28.1834
C,500/65,600,40.42,0,9.25,60,0.28,0.8,29.63562
C,500/65,600,40.42,0,9.25,60,0.2,0.8,24.26432
C,500/65,600,40.42,0,9.25,60,0.22,0.8,26.55808
C,500/65,600,40.42,0,9.25,60,0.24,0.8,28.59414
C,500/65,600,40.42,0,9.25,60,0.26,0.8,30.32222
C,500/65,600,40.42,0,9.25,60,0.28,0.8,31.71509
C,500/65,600,40.42,0,9.25,60,0.2,0.8,23.19358
C,500/65,600,40.42,0,9.25,60,0.22,0.8,25.4914
C,500/65,600,40.42,0,9.25,60,0.24,0.8,27.54031
C,500/65,600,40.42,0,9.25,60,0.26,0.8,29.28988
C,500/65,600,40.42,0,9.25,60,0.28,0.8,30.71201
C,500/65,600,40.42,0,9.25,60,0.2,0.8,22.36127
C,500/65,600,40.42,0,9.25,60,0.22,0.8,24.68698
C,500/65,600,40.42,0,9.25,60,0.24,0.8,26.77282
C,500/65,600,40.42,0,9.25,60,0.26,0.8,28.56687
C,500/65,600,40.42,0,9.25,60,0.28,0.8,30.03848
C,500/65,600,40.42,0,9.25,60,0.2,0.8,25.45918
C,500/65,600,40.42,0,9.25,60,0.22,0.8,27.79778
C,500/65,600,40.42,0,9.25,60,0.24,0.8,29.86194
C,500/65,600,40.42,0,9.25,60,0.26,0.8,31.60009
C,500/65,600,40.42,0,9.25,60,0.28,0.8,32.98508
C,500/65,600,40.42,0,9.25,60,0.2,0.8,23.9603
C,500/65,600,40.42,0,9.25,60,0.22,0.8,26.29491
C,500/65,600,40.42,0,9.25,60,0.24,0.8,28.37201
C,500/65,600,40.42,0,9.25,60,0.26,0.8,30.13973
C,500/65,600,40.42,0,9.25,60,0.28,0.8,31.56909
B,500/65,650,40.42,0,11.74,0,0.2,0.8,23.16965
B,500/65,650,40.42,0,11.74,0,0.22,0.8,25.62413
B,500/65,650,40.42,0,11.74,0,0.24,0.8,27.87194
B,500/65,650,40.42,0,11.74,0,0.26,0.8,29.88434
B,500/65,650,40.42,0,11.74,0,0.28,0.8,31.65174
B,500/65,650,40.42,0,11.74,0,0.2,0.8,25.73612
